NAME,RA,DEC
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-673,19.385716666645468,50.05411111116409
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1302,19.399283332824712,50.30805555555554
Kepler-1357,19.43653888887829,50.35330555544959
Kepler-572,19.41473888927036,50.581305555767486
Kepler-680,19.44149444421133,50.618249999947025
Kepler-1579,19.55253333330154,43.515
Kepler-78,19.582774721781412,44.44838888910081
Kepler-1610,19.72700000021193,45.4054444445504
Kepler-335,19.73761944452922,45.42861944410536
Kepler-832,19.72840555508931,45.38386111110449
Kepler-1427,19.68997777779897,45.11455555597941
Kepler-1610,19.72700000021193,45.4054444445504
Kepler-335,19.73761944452922,45.42861944410536
Kepler-832,19.72840555508931,45.38386111110449
Kepler-1427,19.68997777779897,45.11455555597941
Kepler-1610,19.72700000021193,45.4054444445504
Kepler-335,19.73761944452922,45.42861944410536
Kepler-832,19.72840555508931,45.38386111110449
Kepler-1427,19.68997777779897,45.11455555597941
Kepler-1610,19.72700000021193,45.4054444445504
Kepler-335,19.73761944452922,45.42861944410536
Kepler-832,19.72840555508931,45.38386111110449
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-678,19.697019444571602,50.4945555559794
Kepler-679,19.73475555552377,50.56777777777778
Kepler-870,19.69350277794732,50.478638888465035
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-676,19.74813055568271,50.28725000010596
Kepler-678,19.697019444571602,50.4945555559794
Kepler-679,19.73475555552377,50.56777777777778
Kepler-870,19.69350277794732,50.478638888465035
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-678,19.697019444571602,50.4945555559794
Kepler-679,19.73475555552377,50.56777777777778
Kepler-870,19.69350277794732,50.478638888465035
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-678,19.697019444571602,50.4945555559794
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
16 Cyg B,19.6978055551317,50.51791944450803
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-678,19.697019444571602,50.4945555559794
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-879,19.72043888886769,50.90980555534362
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-181,19.7434305551317,50.09581111060249
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-181,19.7434305551317,50.09581111060249
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1061,19.748666666878602,50.275222222010285
Kepler-1226,19.7584611108568,50.6214722220103
Kepler-1404,19.73396111110846,50.498388889100816
Kepler-394,19.753461111121712,50.672319444550396
Kepler-676,19.74813055568271,50.28725000010596
Kepler-679,19.73475555552377,50.56777777777778
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-34,19.76238805558947,44.641555555661526
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-34,19.76238805558947,44.641555555661526
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-34,19.76238805558947,44.641555555661526
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-34,19.76238805558947,44.641555555661526
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-34,19.76238805558947,44.641555555661526
Kepler-963,19.783530555549603,45.04111111111111
Kepler-107,19.80188055555026,48.208611111111104
Kepler-1112,19.797922222349378,47.751500000026496
Kepler-1622,19.821927777926128,47.815472222434146
Kepler-482,19.78819444444445,48.107555555767476
Kepler-6,19.78915027777354,48.23994444423252
Kepler-810,19.77432499991523,48.082638888888894
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-1591,19.76777777777778,44.60861111111111
Kepler-963,19.783530555549603,45.04111111111111
Kepler-1008,19.76983611106872,44.94194444444444
Kepler-963,19.783530555549603,45.04111111111111
Kepler-107,19.80188055555026,48.208611111111104
Kepler-1112,19.797922222349378,47.751500000026496
Kepler-1622,19.821927777926128,47.815472222434146
Kepler-482,19.78819444444445,48.107555555767476
Kepler-810,19.77432499991523,48.082638888888894
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-18,19.87196305539873,44.746361111534966
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-18,19.87196305539873,44.746361111534966
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-18,19.87196305539873,44.746361111534966
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-18,19.87196305539873,44.746361111534966
Kepler-1416,19.91089722209506,43.894083333545254
Kepler-186,19.91018055597941,43.955019444359685
Kepler-521,19.92109166675144,43.99802777820164
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1485,19.873027777671822,44.737055555449594
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-1416,19.91089722209506,43.894083333545254
Kepler-186,19.91018055597941,43.955019444359685
Kepler-521,19.92109166675144,43.99802777820164
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-186,19.91018055597941,43.955019444359685
Kepler-521,19.92109166675144,43.99802777820164
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-186,19.91018055597941,43.955019444359685
Kepler-521,19.92109166675144,43.99802777820164
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1038,19.93147777769301,44.132388888465044
Kepler-521,19.92109166675144,43.99802777820164
Kepler-720,19.90904444482591,44.170944444338474
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
Kepler-1347,19.9773083337148,40.84386111153497
Kepler-399,19.96678055555456,40.67080000003179
Kepler-695,19.95440555546019,40.822361111111114
